comment_sentences,word_mover_distance,useful_wmd
jacky chanson… rr ,4.780559556528192,0
article totalement dénué mémoire ,2.6600039159888635,0
vouloir louer fabien galthié oubliez qu’il horrible gestion humaine écartant joueurs jour lendemain sans explication comportant tyran celui coeur aimait hommes c’etait béchu l’a bien vu disparition l’entreprise galthié s’est effondrée ,1.0711761318142112,1
d’ailleurs plutot ironique remarquer venue sud aff fait apitoyer sort l’équipe france pendant louez entraineur faisait meme chose joueurs argentins… ,1.2584397147082051,1
c’est bien beau parler rugby encore fautil avoir choses justes dire ,1.7786808677296833,0
hors sujet benjs ,3.904822260705519,0
semble cet article fasse l’éloge galthié seul bien l’équilibre duo galthiébéchu vision rugby pronée alors enchantait france entière ,1.9251548103507363,0
bien contrairement commentateur précédent trouve cet article dit choses j’approuve totalement tournure ça prend sent mauvais j’espère système économique tout çà repose droits canal va exploser ,1.4328321902364831,1
puis comment sudafricains peuvent tolérer faire piller leurs joueurs comme ça springboks font battre l’italie japon courage protectionnisme intelligent partagé toutes fédérations diable ,0.9808943532337738,1
top 14 compétition ridicule « graham henry » ,2.8646174752234708,0
blog s’est momentanément entre autres parce l’évolution top 14 laissait perplexe présidents très pressés monter plus haute marche podium fabriquent équipes physiques ahurissants salaires devenus vertigineux  40 000 € atonio rochelle selon midi olympique alors carter mieux payé… ,1.2840698500196677,1
vu ça donne outremanche l’hyperpuissance saracens outre bal effréné egos présidents n’a rien nouveau entré phase paroxysmique digne meilleurs temps forts clochemerle a surtout résultat terrain  matches moins moins respirables où défi physique prime tout où défenses montées graine cadenassent peu près tout ça donne rencontres suspens joueurs plus plus cuirassés rhinocéros c’est sauvage déchaîné intense ça ressemble guerre feu ancêtres accessoirement ça donne aussi fusions ratées histoires drogue dopage règlements judiciaires résumer ça devient top 14 grand n’importe quoi quelques menus réglages d’urgence s’imposeraient aujourd’hui vrai patron tout ça  canal fédé ligue agents collectivités territorialestel tel président provale  md ,1.0966531339523822,1
bien mauvaise mémoire toulouse fin gloire imposé jeux bien plus restrictif matchs barrage demi finale zéro essai franchement préfère présidents assument payent petitesse barons locaux n’ont cessent servir bête sans jamais rien assumer comme toulouse exemple rugby pro véhicule valeur positive offre spectacle si voulez valeurs allez chez greene peace médecins sans frontière chez emaüs regardez messe tv dimanche matin ,1.5365947447179331,1
c’est pourtant chante chœur vierges top 14 dirigeants joueurs techniciens sponsors tv etc lars trouve valeurs rugby d’enhaut l’entendre met cultive ailleurs évoquez sûrement cette finale toulousebourgoin asphyxiante possible toulouse a aussi fourni beaucoup jeu pleins d’occasions s’éteint lentement sûrement anesthésié fil saisons trop certitudes non remises question absence renouvellement gouvernance méthodes joueurs aussi si échec peutêtre imputé guy novès s’agit bien incapacité assurer transition sûr qu’il pensé vraiment md ,1.1808785446517533,1
excellent commentaire md tout dit ,2.9850811337387144,0
être visite régulière plessisrobinson contact certains joueurs racing 92 encore retraite dire cette saison sacrée histoire intérieure groupe joueurs limite l’implosion explosion après l’épisode fusion ,1.7079995067580167,0
s’est passé l’altrad stadium plan jeu remarquable sembletil défier montpellier frontal puis écarter libérer ainsi preuve gestuelle certains joueurs génie l’emporter 3 essais 1 après avoir pris deux tôles avant cela c’est assez fortiche ,1.4693515676076965,1
après d’accord altrad boudjellal lorenzetti devraient fermer leurs gueules trouve qu’on n’a assez parlé l’épisode jacques plessis comment faitil qu’une lettre type commission discipline reviennent montpellier amputée mention suspend immédiatement joueur coupable 3 cartons jaunes passons ,1.1655139904288416,1
plusois ,5.255977962333801,0
comme saison dernière lors phases finales l’équipe racing m’épate intelligence loin bader surtout vu l’état d’esprit lolos n’ont aucun recul attitude franchement qu’ils bons s’adapter l’adversaire collectivement individuellement après saison aussi pourrie arriver sortir match comme cela chapeau bas ,0.9913198168960387,1
top 14 ressemble société actuelle positif trés négatif comme disait bala voulait société ressemble rugby c’est rugby ressemble société n’oublions matchs calamiteux d’autrefois n’oublions économie rugby basée black aventures comme brive stade français rochelle rafraichissantes n’y a plus qu’à espérer qu’on voit réapparaitre arrières appuis avant tout vitesse mettre placard tous mastodontes france n’invente plus rien seulement rugby cela peut changer… ,0.8954143655251595,1
dire finale pro d2  superbe  jeu bouffe régal ,2.575890839418426,0
dire rugby 7 développe devient plus plus spectaculairevitesse évitement technique précision encore base malgré professionalisation ,1.6005989775760163,1
peut être solution éviter d’avoir combats bulldozers d’avoir moins joueurs terrain… ,1.8984992864319203,0
treize a diminué nombre joueurs depuis plus d’un siècle peut dire cela a empêchés d’être précurseurs matière bulldozers ,2.2642832924447074,0
contre d’accord concerne rugby 7 très spectaculaire ,2.0637364580058772,0
d’ailleurs quinze ressemble plus plus treize rucks servent tenus préconise rugby deux basé uniquement étreintes herculéennes jeu pénétration poussé fond dynamiser jeu mêlée fermée proscrite touche cultivée soin plus si affinité turn over chaudement encouragé d’arbitre système bonification stimulant prise d’intervalles courses rentrantes l’imagination offensive temps imparti rugby deux joue jusqu’à limite forces protagonistes banc remplaçants md ,0.9593675106910057,1
bal hypocrites ,3.2667203815133075,0
montpellier malade jeu rugby français également a privilégié court terme faisant appel bataillons joueurs étrangers venus plupart enrichir compte banqye avant fin carrière a laissé carreau jeunes espoirs français sous prétexte qu’ils permettaient d’obtenir titres rapidement l’equipe france paye ainsi lourd tribu catte politique hypocrite puisque temps présidents club prétendent favoriser jeunes joueurs ,0.9763258829760276,1
tout monde s’étonner d’une certaine désaffection public ,2.124225189063999,0
n’a dû voir match cela faisait longtemps n’avais vu aussi beau match opposition style frontal montpellier dynamique racing faut souligner l’intelligence entraineurs racing su analyser raisons déculottée récente choisi déplacer jeu maximum fatiguer monstres montpellierains ,1.0189704423131143,1
maintenant l’on n’aime présidents c’est autre problème mélangeons tout ,1.822870212320382,0
plutôt d’accord sacuto ,3.7261475185141815,0
j’ai trouvé propos js sévère regard jeu développé notamment racing lors barrage l’ensemble rencontre ,1.8981377241233475,0
fois a retrouvé qualités techniques individuelles collectives associées état d’esprit solidaire joueur seul laurent travers n’a hauteur cela s’est vu qu’il s’estime heureux d’être tombé poite dont bienveillance modération marquepositive fabrique avis cher laurent intérêt tenir peinard marseille fin parenthèse ,1.414281054520335,1
temps jeu certes favorisé bon arbitrage parle luimême ,1.813994165938093,0
ceci dit « protocoles commotion » tous justifiés hausse manière exponentielle we doivent aujourd’hui alerter plus haut point ,1.7919621226180837,0
rugby peut s’accommoder cette évolutiondégradation dangereuse tous organismes nom d’une modernité mythifie l’engagement physique aspect spectaculaire donc commercialement rentable jeu ballon ovale peut devenir celui cirque où l’on risque traumatismes cérébraux séquelles inévitables venir qu’en pense exrapetou bon dr simon surtout préconisetil ,0.8825966158482578,1
laisseratil enfants devenir rugbymen professionnels sans aucune appréhension sans discussion argumentée génitrice ,1.6738383916364286,1
connais aujourd’hui familles où débat vif… ,2.5483669963574385,0
oui racing a fait vrai bon match face équipe montpellier décevante rattrapée manque total d’imagination jeu… équipe bourrins somme non i n’y a quoi s’extasier… propos l’avez compris dépasse contenu recentre d’avantage l’emballage contexte particulièrement déprimant entoure top 14 présidents omniprésents n’y a plus vision sport c’est d’abord formation l’éducation c’est socle c’est fondation… montpellier s’est construit cette dimension prouvant nécessité d’éduquer former n’empêchait haut niveau performance preuve ouedraogo trinh duc picamoles thomas etc… si oublie ça oublie l’essence sport doit être rugby… montpellier l’a oublié c’est triste c’est inquiétant js ,0.9488186925267155,1
plussoie commentaire lars 22 mai 16h14 ,2.4695521965729643,0
aussi ça gonfle sempiternelles références « valeurs »  ,3.0478799123940425,0
gens consomment spectacle sportif point barre  ,2.379477270337914,0
aujourd’hui voient terrains sport « phénomènes foire » arrrièregrandsparents allaient admirer passage cirques ,1.8156793446333988,0
quand supporters « shootent » sentiment supériorité procure victoire procuration a aussi satisfaction l’instinct grégaire procure l’appartenance « tribu » ,1.9493951919690635,0
n’ai jamais croisé personne m’ait dit  ,2.491141906275062,0
» rugby foot autre ça fait peu chier fait comprends regarde parce j’adhère vachement « valeurs » ça véhicule alors… » ,2.524251878579539,0
bref gens regardent payent produit « sport » parce ça distrait jour où plus partent produit évolue disparait ,1.9528303266087483,0
plus largement cette antienne « valeurs » n’est ressassée ad nauséam « mouvement sportif » général rugby particulier revendiquer traitement faveur auprès pouvoirs public société notamment role l’éducation « jeunesse » ,1.3409813969627364,1
quoi pratique d’un sport a priori plus « porteuses » valeur qu’une autre activité discipline artistique bénévolat etc ,2.174112072056363,0
tout cas depuis pennsylvanie d’adoption j’ai plaisir regarder matches top14 daigne retransmettre espn 3 regrette demifinales venir fin semaine n’aient point retenu sembletil l’attention cette chaîne… quant présumées valeurs c’est philosophie m’adresse ,1.6030009789807107,1
dernières nouvelles espn 3 va diffuser deux rencontres j’en sais gré ainsi dire dieux rugby l’information amitiés pennsylvaniennes ,1.9153698186781112,0
regarde plus rugby n´est plus jeu j´ai appris minot jeu j´ai aimé ,2.7356774345030717,0
fric l´a tué mastards surmusclés rentrent dedans pendant 80 min ça m´emmerde voire ça fait peur rugby m´a perdu ,2.15856376564531,0
comme beau comme classe jeanpierre rives comme – – faisait rêver… ,2.7644287915213743,0
tiens question passage n´ai plus regardé match depuis années ça existe encore cadragedébordement ,2.116584821325145,0
oui oui ça existe j’en vu a plusieurs années  estebanez versus bastareaud blogueurs lèvent signaler  a peutêtre d’autres saiton jamais troisquarts stade français n’en avares md ,1.702579715347352,1
l’afrikaan enseigné désormais écoles rugby région languedoc roussillon ,2.3052670078942192,0
malheureusement n’ose plus regardé top 14 comme camembert teuton bien car fais chié m’emmerde stade devant télé etrouve ça lent lourd violent peu imaginatif ,1.4495453380184362,1
présidents reflet tous excès inversement autant avant dire l’on regardaitsuivait rugby plutôt flateur autant maintenant version 20 plein d’argent plein muscles beaucoup cerveau certainement florilège dopage laisse gout amer sport j’ai pratiqué ,0.9960967315863628,1
a article rugbyramamidol site internet violence barrages quand lis richard escot s’extasier bras fer pensant revoir joutes d’en temps années 6070 crois rugby testosteroner bel avenir ,1.3974572906910052,1
pense militer poids limites joueurpar poste enfin c’est triste voir sport tomber dépendence tel presentation joueurs internet met mensurationsle poids ,2.067227557140092,0
rugby c’est bétail foin c’est l’argent taupe 14 aveugle riche gavent franchement c’est moche voir espérant voir changer sport avant d’arriver footbalisation complete n’est trop loin ,1.3946915801445021,1
viens lire l´article midol barrages merci l´avoir mentionné stupéfait cette lecture cela fait confirmer propos ,1.7939912968818341,0
vais exprimer cela facon abrupte concerne vue évolutions rugby comme l´illustre cet article c´est devenu sport merde gros cons hormonés ,1.6253325424605642,1
mm responsables rugby etonnez si frequentation écoles diminuent tt cas enfants feront rugby c´etait bien pourtant… ,1.8004466791617821,0
cela fait moment blog souligne violence top 14 rucks placages deux nice rugby a d’ailleurs éprouvé telle lassitude devant top 14 physiquement déchaîné qu’il a fait silence a peu mal retrouver chemin l’écriture md ,1.076413334061722,1
comprends mieux absence regarde top14 impression qu’une course l’armement c’est engagé s’arrêtera sauf morts s’accumulent …nous n’en loin ,1.6021565756784826,1
sûr 12 finale entre rochelle toulon vraiment amélioré qualité spectacle « positivera » disant qu’il suspens jusqu’au bout c’est bon l’audimat ,1.3391601084570297,1
